invoice_id,date,hour,amount,employee,payment,discount_pct,is_fraud,fraud_level,is_cash,off_hours,amount_zscore,anomaly_score,flagged
1281,2025-06-21,15,225.27,E3,card,0,0,normal,0,0,-0.22569760813781603,1,0
1792,2025-03-17,19,314.62,E2,cash,0,0,normal,1,0,-0.009789657888313983,1,0
1439,2025-08-08,21,255.68,E1,cash,0,0,normal,1,0,0.043844727342368696,1,0
1742,2025-05-21,11,324.43,E3,cash,0,0,normal,1,0,0.22502952463042192,1,0
1259,2025-05-10,21,208.57,E2,cash,0,0,normal,1,0,-0.4619325083457778,1,0
1346,2025-05-09,14,263.43,E1,card,0,0,normal,0,0,0.12799701285735046,1,0
1786,2025-08-03,21,244.3,E1,cash,0,0,normal,1,0,-0.07972340287188832,1,0
1635,2025-01-23,16,358.53,E2,card,10,0,normal,0,0,0.17742007868488,1,0
1755,2025-07-25,19,171.25,E3,card,0,0,normal,0,0,-0.4712429864369308,1,0
1005,2025-03-13,19,261.96,E2,cash,5,0,normal,1,0,-0.2343049101758204,1,0
1054,2025-08-17,14,341.7,E1,card,5,0,normal,0,0,0.9778808047615595,1,0
1788,2025-08-23,14,299.06,E2,card,0,0,normal,0,0,-0.07612952354713659,1,0
1603,2025-07-10,20,288.28,E1,card,10,0,normal,0,0,0.3978272444763561,1,0
1363,2025-06-10,11,211.54,E1,cash,0,0,normal,1,0,-0.4354432575132824,1,0
1615,2025-01-29,20,214.95,E3,card,0,0,normal,0,0,-0.2726066844807792,1,0
1097,2025-07-09,13,220.16,E2,card,0,0,normal,0,0,-0.41251868810247744,1,0
1799,2025-01-07,20,-2.56,E2,card,0,0,normal,0,0,-1.3620826263758046,1,0
1076,2025-06-24,21,177.46,E1,card,5,0,normal,0,0,-0.8054961465907762,1,0
1448,2025-02-06,14,292.93,E1,card,0,0,normal,0,0,0.4483186157853455,1,0
1694,2025-04-25,13,221.13,E3,cash,0,0,normal,1,0,-0.2445157841126094,1,0
9003,2025-07-08,4,1512.24,E2,cash,40,1,hard,1,1,5.096248254085923,-1,1
1443,2025-04-27,14,169.4,E2,card,0,0,normal,0,0,-0.6289333141205902,1,0
1567,2025-05-27,19,333.86,E1,card,0,0,normal,0,0,0.8927512668986621,1,0
1450,2025-04-03,20,272.27,E1,cash,10,0,normal,1,0,0.22398491014153582,1,0
1479,2025-05-31,12,317.74,E1,card,0,0,normal,0,0,0.7177145130275,1,0
1084,2025-01-02,17,106.78,E3,card,5,0,normal,0,0,-0.7642883499864296,1,0
1010,2025-07-30,12,276.8,E1,card,5,0,normal,0,0,0.2731732783199706,1,0
1168,2025-05-11,19,296.68,E2,card,0,0,normal,0,0,-0.08627662382142949,1,0
1110,2025-08-25,14,265.27,E2,card,10,0,normal,0,0,-0.22019276651703484,1,0
1300,2025-08-28,12,207.13,E3,cash,0,0,normal,1,0,-0.3081521279887221,1,0
1535,2025-06-19,21,252.24,E1,card,0,0,normal,0,0,0.0064919709331381125,1,0
1227,2025-07-09,20,326.14,E2,card,0,0,normal,0,0,0.03932571822927182,1,0
1757,2025-05-08,11,143.73,E1,cash,5,0,normal,1,0,-1.1717486098708196,1,0
1342,2025-04-22,18,392.56,E2,card,0,0,normal,0,0,0.322506558657228,1,0
1118,2025-05-04,16,115.56,E3,card,10,0,normal,0,0,-0.7243792714698389,1,0
1514,2025-08-03,21,74.4,E1,cash,0,0,normal,1,0,-1.9245586685487142,1,0
9000,2025-07-25,4,1701.66,E2,cash,60,1,hard,1,1,5.903838058269353,-1,1
1029,2025-07-07,12,254.03,E2,cash,0,0,normal,1,0,-0.26811436613176265,1,0
1296,2025-04-08,11,189.48,E2,cash,5,0,normal,1,0,-0.5433224849156315,1,0
1357,2025-07-27,12,276.37,E2,card,5,0,normal,0,0,-0.17286805515373585,1,0
1693,2025-06-11,13,296.12,E1,cash,0,0,normal,1,0,0.4829567823392541,1,0
1314,2025-03-31,10,274.14,E3,card,0,0,normal,0,0,-0.003561313478842872,1,0
1081,2025-02-19,17,223.02,E1,card,10,0,normal,0,0,-0.3107892913568963,1,0
1375,2025-08-05,11,262.69,E3,card,10,0,normal,0,0,-0.05560675186323496,1,0
1467,2025-08-22,10,288.9,E1,card,0,0,normal,0,0,0.4045594273175547,1,0
1529,2025-05-30,15,274.6,E1,cash,0,0,normal,1,0,0.24928488759313722,1,0
1204,2025-03-07,10,216.68,E2,cash,0,0,normal,1,0,-0.4273556246379981,1,0
1746,2025-04-10,17,240.45,E3,card,10,0,normal,0,0,-0.15669762956357397,1,0
1333,2025-06-27,15,132.58,E3,cash,0,0,normal,1,0,-0.6470156591290219,1,0
1675,2025-03-15,12,245.24,E1,card,0,0,normal,0,0,-0.06951654501587766,1,0
1434,2025-02-04,12,175.4,E3,card,0,0,normal,0,0,-0.45237935593079737,1,0
1360,2025-06-01,13,255.75,E3,card,0,0,normal,0,0,-0.0871521966132508,1,0
1210,2025-01-28,10,121.65,E3,card,5,0,normal,0,0,-0.6966974618837299,1,0
1247,2025-04-28,12,234.53,E1,card,5,0,normal,0,0,-0.18580957441787188,1,0
1765,2025-05-20,13,259.97,E2,cash,0,0,normal,1,0,-0.24278925032113233,1,0
1007,2025-01-21,14,239.35,E3,cash,0,0,normal,1,0,-0.1616976280109828,1,0
1793,2025-01-09,14,400.8,E2,cash,0,0,normal,1,0,0.3576376957413346,1,0
1299,2025-05-19,12,306.03,E2,card,0,0,normal,0,0,-0.046413015600993174,1,0
1101,2025-02-17,18,240.64,E2,card,5,0,normal,0,0,-0.3252024638934359,1,0
1344,2025-04-23,14,221.05,E1,card,0,0,normal,0,0,-0.3321802594168336,1,0
1350,2025-02-06,13,404.42,E1,card,0,0,normal,0,0,1.658917107664741,1,0
1440,2025-06-07,17,279.64,E1,cash,5,0,normal,1,0,0.3040110190764282,1,0
1420,2025-01-27,15,225.65,E3,card,5,0,normal,0,0,-0.223970335946893,1,0
1002,2025-04-03,18,270.74,E1,cash,0,0,normal,1,0,0.20737162022696554,1,0
1174,2025-01-27,20,431.84,E3,card,0,0,normal,0,0,0.7132566457542261,1,0
1623,2025-07-16,10,205.56,E2,cash,0,0,normal,1,0,-0.4747656057515012,1,0
1422,2025-01-21,12,261.64,E1,card,0,0,normal,0,0,0.10856054949324477,1,0
1687,2025-03-31,17,179.89,E3,card,0,0,normal,0,0,-0.4319702713591013,1,0
1218,2025-05-08,21,276.68,E2,cash,0,0,normal,1,0,-0.17154637402557166,1,0
1706,2025-01-21,12,175.44,E1,cash,0,0,normal,1,0,-0.8274300326217779,1,0
1798,2025-08-18,15,123.98,E2,card,5,0,normal,0,0,-0.822580916834197,1,0
1536,2025-03-11,19,188.62,E2,cash,0,0,normal,1,0,-0.5469890841744096,1,0
1331,2025-07-04,18,260.36,E1,cash,5,0,normal,1,0,0.09466184943399647,1,0
1362,2025-04-30,15,214.5,E1,cash,0,0,normal,1,0,-0.4033025136262699,1,0
1468,2025-08-11,10,147.21,E1,card,10,0,normal,0,0,-1.1339615190847372,-1,0
1426,2025-04-21,21,124.22,E2,card,0,0,normal,0,0,-0.8215576798317473,1,0
1306,2025-03-11,16,186.67,E2,cash,5,0,normal,1,0,-0.5553028848193134,1,0
1605,2025-01-22,15,310.62,E1,card,0,0,normal,0,0,0.6404029939479297,1,0
1079,2025-03-22,15,62.33,E3,card,0,0,normal,0,0,-0.9663337417930874,1,0
1148,2025-03-13,16,246.25,E3,cash,0,0,normal,1,0,-0.13033400138632725,1,0
1773,2025-05-24,19,176.43,E3,card,0,0,normal,0,0,-0.44769753920276906,1,0
1611,2025-06-28,14,243.26,E3,card,0,0,normal,0,0,-0.14392490625701135,1,0
1775,2025-02-08,16,205.56,E1,card,0,0,normal,0,0,-0.5003762468525843,1,0
1672,2025-03-06,10,172.48,E1,cash,0,0,normal,1,0,-0.8595707765087904,1,0
1382,2025-03-23,15,322.22,E1,card,5,0,normal,0,0,0.7663599632348703,1,0
1327,2025-04-14,10,196.9,E3,card,0,0,normal,0,0,-0.35465211354962434,1,0
1622,2025-07-09,16,334.17,E2,card,0,0,normal,0,0,0.07356152293623502,1,0
1133,2025-03-04,10,327.65,E2,card,10,0,normal,0,0,0.045763584369684515,1,0
1689,2025-04-03,12,337.68,E1,cash,0,0,normal,1,0,0.9342301998879821,1,0
1231,2025-08-21,16,241.93,E2,cash,0,0,normal,1,0,-0.31970256500526867,1,0
1538,2025-02-23,11,111.72,E2,card,5,0,normal,0,0,-0.8748512737093361,1,0
1055,2025-02-20,15,245.49,E2,card,5,0,normal,0,0,-0.3045245494689313,1,0
1539,2025-08-23,18,142.84,E3,cash,5,0,normal,1,0,-0.6003793099740994,1,0
1634,2025-04-11,10,289.85,E1,card,5,0,normal,0,0,0.41487486876777874,1,0
1527,2025-07-09,19,321.04,E2,cash,5,0,normal,1,0,0.017581931927215716,1,0
1594,2025-03-30,16,299.37,E2,card,0,0,normal,0,0,-0.07480784241897238,1,0
1655,2025-05-08,10,360.5,E2,card,0,0,normal,0,0,0.18581914907998812,1,0
1579,2025-03-03,14,306.94,E1,cash,0,0,normal,1,0,0.6004442312775898,1,0
1768,2025-05-03,11,222.43,E3,cash,0,0,normal,1,0,-0.2386066950383989,1,0
1213,2025-02-13,19,278.48,E3,card,0,0,normal,0,0,0.016165953122752198,1,0
1656,2025-06-09,17,238.93,E1,card,0,0,normal,0,0,-0.13803279296420476,1,0
1578,2025-04-27,18,216.36,E3,card,5,0,normal,0,0,-0.2661975955618277,1,0
1060,2025-01-18,13,265.79,E2,card,0,0,normal,0,0,-0.217975753011727,1,0
1199,2025-06-09,12,480.77,E3,card,0,0,normal,0,0,0.9356656676012399,1,0
1601,2025-08-19,20,204.34,E1,cash,5,0,normal,1,0,-0.5136234453465556,1,0
1465,2025-01-18,10,301.28,E2,cash,0,0,normal,1,0,-0.06666458127447694,1,0
1580,2025-01-23,18,254.41,E3,card,0,0,normal,0,0,-0.0932431038128216,1,0
9001,2025-05-07,23,1255.88,E2,cash,40,1,hard,1,1,4.003260595969229,-1,1
1552,2025-04-19,19,382.85,E2,cash,5,0,normal,1,0,0.28110809493311706,1,0
1678,2025-01-29,20,159.05,E2,cash,0,0,normal,1,0,-0.6730604098512337,1,0
1393,2025-05-22,19,335.34,E1,cash,10,0,normal,1,0,0.9088216388421679,1,0
1266,2025-07-06,19,301.41,E2,cash,5,0,normal,1,0,-0.06611032789814979,1,0
1367,2025-04-23,13,140.29,E3,card,0,0,normal,0,0,-0.61197021546582,1,0
9017,2025-06-21,12,535.87,E2,cash,25,1,medium,1,0,0.9335069537450086,-1,1
1756,2025-08-11,19,212.54,E3,card,0,0,normal,0,0,-0.28356122653373855,1,0
1090,2025-08-09,19,274.66,E2,cash,0,0,normal,1,0,-0.1801586187961899,1,0
1787,2025-08-09,18,454.38,E3,cash,5,0,normal,1,0,0.8157111593947676,1,0
1181,2025-07-24,20,139.76,E1,cash,10,0,normal,1,0,-1.2148562967733327,1,0
1433,2025-01-04,21,319.27,E2,card,0,0,normal,0,0,0.010035559034148971,1,0
1740,2025-08-05,16,270.78,E2,card,0,0,normal,0,0,-0.19670095033579374,1,0
1541,2025-04-11,17,105.02,E1,card,0,0,normal,0,0,-1.5920757030688766,1,0
1158,2025-06-21,10,160.79,E3,card,0,0,normal,0,0,-0.5187884262186551,1,0
1069,2025-03-25,14,248.21,E3,card,0,0,normal,0,0,-0.12142491324367144,1,0
1323,2025-06-17,15,223.04,E2,card,5,0,normal,0,0,-0.400239844073081,1,0
1131,2025-05-16,20,342.74,E1,cash,0,0,normal,1,0,0.9891734985596993,1,0
1044,2025-01-15,21,232.65,E1,cash,0,0,normal,1,0,-0.2062232901298932,1,0
1649,2025-01-04,21,225.18,E2,card,10,0,normal,0,0,-0.3911159808012377,1,0
1070,2025-04-02,15,307.68,E3,card,5,0,normal,0,0,0.14889318463578713,1,0
1444,2025-01-06,21,198.99,E3,card,0,0,normal,0,0,-0.3451521164995475,1,0
1662,2025-06-12,12,153.1,E1,cash,0,0,normal,1,0,-1.0700057820933513,1,0
1671,2025-03-08,17,272.12,E1,card,5,0,normal,0,0,0.22235615622834287,1,0
1265,2025-03-22,18,67.6,E2,card,0,0,normal,0,0,-1.0629563426596738,1,0
1135,2025-03-22,18,431.52,E3,card,0,0,normal,0,0,0.7118021007513436,1,0
1082,2025-04-14,21,290.91,E3,cash,0,0,normal,1,0,0.07266593557847226,1,0
1165,2025-04-11,21,214.1,E1,cash,0,0,normal,1,0,-0.40764585739478515,1,0
1164,2025-08-15,11,143.31,E3,cash,0,0,normal,1,0,-0.5982429470011156,1,0
1028,2025-07-11,19,171.83,E2,cash,0,0,normal,1,0,-0.6185730394707869,1,0
1432,2025-05-27,11,255.2,E2,card,0,0,normal,0,0,-0.2631260857448204,1,0
1193,2025-08-25,11,166.36,E3,cash,5,0,normal,1,0,-0.49347025226223007,1,0
1260,2025-05-11,19,405.9,E3,card,5,0,normal,0,0,0.5953475914580574,1,0
1544,2025-02-22,21,290.41,E3,cash,0,0,normal,1,0,0.07039320901146823,1,0
1778,2025-02-11,15,282.5,E1,card,0,0,normal,0,0,0.33506592702131194,1,0
1136,2025-05-16,12,286.85,E1,card,0,0,normal,0,0,0.3822997905039148,1,0
1644,2025-07-05,10,302.94,E2,card,5,0,normal,0,0,-0.059587192007533034,1,0
1329,2025-01-11,12,146.93,E2,card,5,0,normal,0,0,-0.7247338784749439,1,0
1140,2025-05-03,15,192.59,E1,card,0,0,normal,0,0,-0.6412091685466893,1,0
1559,2025-06-17,17,338.3,E1,card,0,0,normal,0,0,0.9409623827291806,1,0
1006,2025-07-08,11,296.79,E3,card,0,0,normal,0,0,0.09939320000643956,1,0
1548,2025-01-05,14,252.35,E2,card,0,0,normal,0,0,-0.2752770251489106,1,0
1595,2025-08-20,11,166.98,E3,card,5,0,normal,0,0,-0.49065207131914523,1,0
1235,2025-07-19,17,258.24,E2,card,0,0,normal,0,0,-0.2501650837137907,1,0
1593,2025-02-17,11,326.9,E3,cash,10,0,normal,1,0,0.23625679387142168,1,0
1073,2025-07-18,16,200.03,E1,cash,10,0,normal,1,0,-0.5604229744523068,1,0
1583,2025-05-20,18,109.36,E2,cash,5,0,normal,1,0,-0.8849131042334248,1,0
1734,2025-01-30,21,288.98,E3,cash,0,0,normal,1,0,0.0638932110298367,1,0
1396,2025-05-28,20,349.83,E3,card,0,0,normal,0,0,0.34048403423422624,1,0
1145,2025-01-28,15,193.34,E3,cash,0,0,normal,1,0,-0.370833926706693,1,0
1423,2025-01-30,10,284.2,E1,card,0,0,normal,0,0,0.35352513803750135,1,0
1234,2025-07-17,15,342.08,E1,cash,0,0,normal,1,0,0.9820069813416489,1,0
1220,2025-08-05,17,239.29,E1,cash,5,0,normal,1,0,-0.13412378357254126,1,0
1319,2025-07-18,12,388.39,E2,cash,0,0,normal,1,0,0.3047278157396643,1,0
1336,2025-08-10,11,295.34,E1,cash,0,0,normal,1,0,0.47448726199064917,1,0
1132,2025-08-04,10,263.62,E3,cash,0,0,normal,1,0,-0.05137948044860745,1,0
1398,2025-05-16,20,355.44,E2,cash,0,0,normal,1,0,0.16424590227834013,1,0
9020,2025-03-16,14,741.23,E2,cash,25,1,medium,1,0,1.8090567488411404,-1,1
1451,2025-02-15,19,452.54,E2,card,0,0,normal,0,0,0.5782305395194504,1,0
1041,2025-08-08,12,224.85,E1,cash,0,0,normal,1,0,-0.2909184936159395,1,0
1735,2025-01-17,17,356.83,E1,card,5,0,normal,0,0,1.1421677828056465,1,0
1108,2025-08-01,11,259.78,E1,cash,0,0,normal,1,0,0.088364000969649,1,0
1365,2025-04-26,21,293.55,E2,card,10,0,normal,0,0,-0.09962133972837772,1,0
1056,2025-05-15,14,22.36,E2,card,0,0,normal,0,0,-1.2558365176214432,1,0
1411,2025-08-26,11,252.97,E3,cash,0,0,normal,1,0,-0.09978855632579317,1,0
1486,2025-01-17,13,81.86,E2,cash,0,0,normal,1,0,-1.0021590107641203,1,0
9038,2025-04-08,12,400.6,E2,cash,15,1,soft,1,0,0.3567849982392932,1,0
1024,2025-08-24,15,222.3,E3,card,5,0,normal,0,0,-0.23919760394581993,1,0
1302,2025-04-07,16,399.4,E3,cash,5,0,normal,1,0,0.5658021460870051,1,0
1388,2025-06-18,10,331.13,E1,cash,10,0,normal,1,0,0.8631079456785458,1,0
1377,2025-06-02,17,339.13,E2,card,10,0,normal,0,0,0.09470842098686219,1,0
1051,2025-02-24,15,366.77,E3,cash,0,0,normal,1,0,0.41748401032432253,1,0
1351,2025-06-09,20,319.47,E2,card,5,0,normal,0,0,0.010888256536190587,1,0
1770,2025-08-16,14,348.12,E3,card,0,0,normal,0,0,0.33271130937507254,1,0
1264,2025-07-03,20,218.19,E1,cash,0,0,normal,1,0,-0.36323516736171735,1,0
1741,2025-03-27,10,271.28,E1,card,5,0,normal,0,0,0.21323513431446064,1,0
1582,2025-05-17,13,131.89,E1,card,0,0,normal,0,0,-1.3003115854188692,1,0
1424,2025-04-07,14,140.44,E3,cash,0,0,normal,1,0,-0.6112883974957187,1,0
1588,2025-08-27,13,308.13,E3,card,0,0,normal,0,0,0.1509386385460907,1,0
1018,2025-06-01,13,155.87,E1,card,0,0,normal,0,0,-1.0399281264963833,1,0
1616,2025-07-25,15,373.25,E2,card,0,0,normal,0,0,0.24017861483512873,1,0
1290,2025-05-03,12,391.18,E1,card,0,0,normal,0,0,1.5151524289268883,1,0
1083,2025-05-12,14,316.96,E2,cash,5,0,normal,1,0,0.0001869028855705426,1,0
1061,2025-05-12,12,374.97,E1,card,0,0,normal,0,0,1.3391384227078107,1,0
1490,2025-02-12,15,101.58,E1,cash,0,0,normal,1,0,-1.6294284594781072,1,0
1285,2025-06-09,17,392.22,E1,card,5,0,normal,0,0,1.5264451227250282,1,0
1309,2025-01-03,16,237.44,E1,card,5,0,normal,0,0,-0.15421174850192393,1,0
1404,2025-06-25,19,222.73,E1,card,10,0,normal,0,0,-0.31393821558907004,1,0
9004,2025-04-10,23,1277.0,E2,cash,50,1,hard,1,1,4.0933054521848025,-1,1
1182,2025-06-28,18,258.01,E1,cash,0,0,normal,1,0,0.06914470479396949,1,0
1332,2025-08-05,14,183.22,E1,card,0,0,normal,0,0,-0.7429519963241575,1,0
1525,2025-07-05,13,205.06,E1,card,10,0,normal,0,0,-0.5058054265632284,1,0
1223,2025-08-13,15,395.69,E1,card,5,0,normal,0,0,1.564123629916897,1,0
1522,2025-03-27,20,109.96,E2,card,0,0,normal,0,0,-0.8823550117273008,1,0
1497,2025-02-19,13,392.29,E3,cash,5,0,normal,1,0,0.533483974304208,1,0
1338,2025-04-09,17,313.65,E3,cash,10,0,normal,1,0,0.17602953984581504,1,0
1381,2025-04-20,14,149.95,E1,cash,0,0,normal,1,0,-1.1042096142704083,1,0
