invoice_id,date,hour,amount,employee,payment,discount_pct,is_fraud,fraud_level
1328,2025-05-09,21,235.29,E3,cash,10,0,normal
1239,2025-06-14,17,299.73,E2,cash,0,0,normal
1417,2025-07-01,18,279.26,E2,card,5,0,normal
1651,2025-01-24,11,337.85,E1,cash,0,0,normal
1650,2025-01-16,10,238.86,E2,cash,0,0,normal
1067,2025-02-22,10,339.63,E1,cash,0,0,normal
1405,2025-07-23,14,246.88,E2,card,0,0,normal
1630,2025-02-08,21,188.18,E2,cash,5,0,normal
1477,2025-06-24,15,192.13,E1,cash,0,0,normal
1023,2025-03-29,21,243.18,E2,cash,0,0,normal
1311,2025-07-06,19,101.88,E3,cash,0,0,normal
1621,2025-08-26,10,142.58,E1,card,0,0,normal
1545,2025-03-01,21,202.25,E2,cash,0,0,normal
1286,2025-03-09,11,335.71,E1,cash,0,0,normal
1722,2025-05-31,13,142.62,E3,card,0,0,normal
1698,2025-02-27,16,277.21,E3,card,0,0,normal
1557,2025-04-09,15,209.49,E3,cash,0,0,normal
1512,2025-07-23,14,237.08,E2,cash,0,0,normal
1659,2025-06-01,12,201.17,E2,cash,5,0,normal
1431,2025-02-17,18,275.03,E1,card,0,0,normal
1211,2025-01-28,14,304.55,E1,cash,0,0,normal
1361,2025-02-23,17,260.85,E2,cash,5,0,normal
1549,2025-04-13,17,27.83,E1,card,0,0,normal
1078,2025-07-25,17,275.83,E1,cash,0,0,normal
9026,2025-06-06,17,730.25,E2,cash,30,1,medium
9006,2025-08-05,2,1003.86,E2,cash,40,1,hard
1589,2025-02-03,18,373.69,E3,card,0,0,normal
9027,2025-02-23,12,592.26,E2,cash,30,1,medium
1368,2025-07-19,15,245.35,E3,card,0,0,normal
1137,2025-06-12,10,307.42,E1,cash,0,0,normal
1316,2025-05-27,18,171.34,E3,cash,0,0,normal
1294,2025-03-10,20,170.06,E1,card,0,0,normal
1155,2025-08-04,10,194.65,E3,cash,10,0,normal
1750,2025-05-27,18,390.74,E3,cash,0,0,normal
1462,2025-06-10,15,312.34,E2,card,5,0,normal
1326,2025-03-23,17,425.59,E2,cash,0,0,normal
1049,2025-02-20,15,5.88,E3,card,0,0,normal
1796,2025-08-24,11,197.49,E3,cash,0,0,normal
1658,2025-03-25,16,250.9,E3,card,0,0,normal
1569,2025-04-30,15,281.64,E3,card,5,0,normal
1494,2025-06-19,20,322.86,E1,cash,0,0,normal
1208,2025-07-04,19,235.45,E3,card,0,0,normal
9035,2025-06-04,19,499.48,E2,cash,15,1,soft
1033,2025-02-27,21,373.12,E1,cash,0,0,normal
1031,2025-06-10,12,312.01,E2,card,10,0,normal
1673,2025-06-10,18,170.76,E1,cash,0,0,normal
1457,2025-04-26,17,227.16,E3,card,0,0,normal
1482,2025-06-04,17,210.87,E3,card,10,0,normal
1759,2025-03-24,14,226.97,E2,card,0,0,normal
1429,2025-07-16,17,150.1,E2,card,5,0,normal
1453,2025-04-05,18,287.98,E2,cash,0,0,normal
1109,2025-07-27,12,96.21,E2,card,0,0,normal
1072,2025-07-07,12,247.82,E1,card,0,0,normal
1077,2025-02-04,19,231.93,E2,cash,0,0,normal
1620,2025-04-04,14,291.18,E2,card,5,0,normal
1534,2025-06-29,20,138.57,E3,card,0,0,normal
1666,2025-07-08,16,238.67,E3,cash,0,0,normal
1198,2025-01-13,20,145.31,E1,cash,0,0,normal
1784,2025-05-13,17,170.89,E3,cash,0,0,normal
1748,2025-07-08,18,153.59,E2,card,5,0,normal
1281,2025-06-21,15,225.27,E3,card,0,0,normal
1792,2025-03-17,19,314.62,E2,cash,0,0,normal
1439,2025-08-08,21,255.68,E1,cash,0,0,normal
1742,2025-05-21,11,324.43,E3,cash,0,0,normal
1259,2025-05-10,21,208.57,E2,cash,0,0,normal
1346,2025-05-09,14,263.43,E1,card,0,0,normal
1786,2025-08-03,21,244.3,E1,cash,0,0,normal
1635,2025-01-23,16,358.53,E2,card,10,0,normal
1755,2025-07-25,19,171.25,E3,card,0,0,normal
1005,2025-03-13,19,261.96,E2,cash,5,0,normal
1054,2025-08-17,14,341.7,E1,card,5,0,normal
1788,2025-08-23,14,299.06,E2,card,0,0,normal
1603,2025-07-10,20,288.28,E1,card,10,0,normal
1363,2025-06-10,11,211.54,E1,cash,0,0,normal
1615,2025-01-29,20,214.95,E3,card,0,0,normal
1097,2025-07-09,13,220.16,E2,card,0,0,normal
1799,2025-01-07,20,-2.56,E2,card,0,0,normal
1076,2025-06-24,21,177.46,E1,card,5,0,normal
1448,2025-02-06,14,292.93,E1,card,0,0,normal
1694,2025-04-25,13,221.13,E3,cash,0,0,normal
9003,2025-07-08,4,1512.24,E2,cash,40,1,hard
1443,2025-04-27,14,169.4,E2,card,0,0,normal
1567,2025-05-27,19,333.86,E1,card,0,0,normal
1450,2025-04-03,20,272.27,E1,cash,10,0,normal
1479,2025-05-31,12,317.74,E1,card,0,0,normal
1084,2025-01-02,17,106.78,E3,card,5,0,normal
1010,2025-07-30,12,276.8,E1,card,5,0,normal
1168,2025-05-11,19,296.68,E2,card,0,0,normal
1110,2025-08-25,14,265.27,E2,card,10,0,normal
1300,2025-08-28,12,207.13,E3,cash,0,0,normal
1535,2025-06-19,21,252.24,E1,card,0,0,normal
1227,2025-07-09,20,326.14,E2,card,0,0,normal
1757,2025-05-08,11,143.73,E1,cash,5,0,normal
1342,2025-04-22,18,392.56,E2,card,0,0,normal
1118,2025-05-04,16,115.56,E3,card,10,0,normal
1514,2025-08-03,21,74.4,E1,cash,0,0,normal
9000,2025-07-25,4,1701.66,E2,cash,60,1,hard
1029,2025-07-07,12,254.03,E2,cash,0,0,normal
1296,2025-04-08,11,189.48,E2,cash,5,0,normal
1357,2025-07-27,12,276.37,E2,card,5,0,normal
1693,2025-06-11,13,296.12,E1,cash,0,0,normal
1314,2025-03-31,10,274.14,E3,card,0,0,normal
1081,2025-02-19,17,223.02,E1,card,10,0,normal
1375,2025-08-05,11,262.69,E3,card,10,0,normal
1467,2025-08-22,10,288.9,E1,card,0,0,normal
1529,2025-05-30,15,274.6,E1,cash,0,0,normal
1204,2025-03-07,10,216.68,E2,cash,0,0,normal
1746,2025-04-10,17,240.45,E3,card,10,0,normal
1333,2025-06-27,15,132.58,E3,cash,0,0,normal
1675,2025-03-15,12,245.24,E1,card,0,0,normal
1434,2025-02-04,12,175.4,E3,card,0,0,normal
1360,2025-06-01,13,255.75,E3,card,0,0,normal
1210,2025-01-28,10,121.65,E3,card,5,0,normal
1247,2025-04-28,12,234.53,E1,card,5,0,normal
1765,2025-05-20,13,259.97,E2,cash,0,0,normal
1007,2025-01-21,14,239.35,E3,cash,0,0,normal
1793,2025-01-09,14,400.8,E2,cash,0,0,normal
1299,2025-05-19,12,306.03,E2,card,0,0,normal
1101,2025-02-17,18,240.64,E2,card,5,0,normal
1344,2025-04-23,14,221.05,E1,card,0,0,normal
1350,2025-02-06,13,404.42,E1,card,0,0,normal
1440,2025-06-07,17,279.64,E1,cash,5,0,normal
1420,2025-01-27,15,225.65,E3,card,5,0,normal
1002,2025-04-03,18,270.74,E1,cash,0,0,normal
1174,2025-01-27,20,431.84,E3,card,0,0,normal
1623,2025-07-16,10,205.56,E2,cash,0,0,normal
1422,2025-01-21,12,261.64,E1,card,0,0,normal
1687,2025-03-31,17,179.89,E3,card,0,0,normal
1218,2025-05-08,21,276.68,E2,cash,0,0,normal
1706,2025-01-21,12,175.44,E1,cash,0,0,normal
1798,2025-08-18,15,123.98,E2,card,5,0,normal
1536,2025-03-11,19,188.62,E2,cash,0,0,normal
1331,2025-07-04,18,260.36,E1,cash,5,0,normal
1362,2025-04-30,15,214.5,E1,cash,0,0,normal
1468,2025-08-11,10,147.21,E1,card,10,0,normal
1426,2025-04-21,21,124.22,E2,card,0,0,normal
1306,2025-03-11,16,186.67,E2,cash,5,0,normal
1605,2025-01-22,15,310.62,E1,card,0,0,normal
1079,2025-03-22,15,62.33,E3,card,0,0,normal
1148,2025-03-13,16,246.25,E3,cash,0,0,normal
1773,2025-05-24,19,176.43,E3,card,0,0,normal
1611,2025-06-28,14,243.26,E3,card,0,0,normal
1775,2025-02-08,16,205.56,E1,card,0,0,normal
1672,2025-03-06,10,172.48,E1,cash,0,0,normal
1382,2025-03-23,15,322.22,E1,card,5,0,normal
1327,2025-04-14,10,196.9,E3,card,0,0,normal
1622,2025-07-09,16,334.17,E2,card,0,0,normal
1133,2025-03-04,10,327.65,E2,card,10,0,normal
1689,2025-04-03,12,337.68,E1,cash,0,0,normal
1231,2025-08-21,16,241.93,E2,cash,0,0,normal
1538,2025-02-23,11,111.72,E2,card,5,0,normal
1055,2025-02-20,15,245.49,E2,card,5,0,normal
1539,2025-08-23,18,142.84,E3,cash,5,0,normal
1634,2025-04-11,10,289.85,E1,card,5,0,normal
1527,2025-07-09,19,321.04,E2,cash,5,0,normal
1594,2025-03-30,16,299.37,E2,card,0,0,normal
1655,2025-05-08,10,360.5,E2,card,0,0,normal
1579,2025-03-03,14,306.94,E1,cash,0,0,normal
1768,2025-05-03,11,222.43,E3,cash,0,0,normal
1213,2025-02-13,19,278.48,E3,card,0,0,normal
1656,2025-06-09,17,238.93,E1,card,0,0,normal
1578,2025-04-27,18,216.36,E3,card,5,0,normal
1060,2025-01-18,13,265.79,E2,card,0,0,normal
1199,2025-06-09,12,480.77,E3,card,0,0,normal
1601,2025-08-19,20,204.34,E1,cash,5,0,normal
1465,2025-01-18,10,301.28,E2,cash,0,0,normal
1580,2025-01-23,18,254.41,E3,card,0,0,normal
9001,2025-05-07,23,1255.88,E2,cash,40,1,hard
1552,2025-04-19,19,382.85,E2,cash,5,0,normal
1678,2025-01-29,20,159.05,E2,cash,0,0,normal
1393,2025-05-22,19,335.34,E1,cash,10,0,normal
1266,2025-07-06,19,301.41,E2,cash,5,0,normal
1367,2025-04-23,13,140.29,E3,card,0,0,normal
9017,2025-06-21,12,535.87,E2,cash,25,1,medium
1756,2025-08-11,19,212.54,E3,card,0,0,normal
1090,2025-08-09,19,274.66,E2,cash,0,0,normal
1787,2025-08-09,18,454.38,E3,cash,5,0,normal
1181,2025-07-24,20,139.76,E1,cash,10,0,normal
1433,2025-01-04,21,319.27,E2,card,0,0,normal
1740,2025-08-05,16,270.78,E2,card,0,0,normal
1541,2025-04-11,17,105.02,E1,card,0,0,normal
1158,2025-06-21,10,160.79,E3,card,0,0,normal
1069,2025-03-25,14,248.21,E3,card,0,0,normal
1323,2025-06-17,15,223.04,E2,card,5,0,normal
1131,2025-05-16,20,342.74,E1,cash,0,0,normal
1044,2025-01-15,21,232.65,E1,cash,0,0,normal
1649,2025-01-04,21,225.18,E2,card,10,0,normal
1070,2025-04-02,15,307.68,E3,card,5,0,normal
1444,2025-01-06,21,198.99,E3,card,0,0,normal
1662,2025-06-12,12,153.1,E1,cash,0,0,normal
1671,2025-03-08,17,272.12,E1,card,5,0,normal
1265,2025-03-22,18,67.6,E2,card,0,0,normal
1135,2025-03-22,18,431.52,E3,card,0,0,normal
1082,2025-04-14,21,290.91,E3,cash,0,0,normal
1165,2025-04-11,21,214.1,E1,cash,0,0,normal
1164,2025-08-15,11,143.31,E3,cash,0,0,normal
1028,2025-07-11,19,171.83,E2,cash,0,0,normal
1432,2025-05-27,11,255.2,E2,card,0,0,normal
1193,2025-08-25,11,166.36,E3,cash,5,0,normal
1260,2025-05-11,19,405.9,E3,card,5,0,normal
1544,2025-02-22,21,290.41,E3,cash,0,0,normal
1778,2025-02-11,15,282.5,E1,card,0,0,normal
1136,2025-05-16,12,286.85,E1,card,0,0,normal
1644,2025-07-05,10,302.94,E2,card,5,0,normal
1329,2025-01-11,12,146.93,E2,card,5,0,normal
1140,2025-05-03,15,192.59,E1,card,0,0,normal
1559,2025-06-17,17,338.3,E1,card,0,0,normal
1006,2025-07-08,11,296.79,E3,card,0,0,normal
1548,2025-01-05,14,252.35,E2,card,0,0,normal
1595,2025-08-20,11,166.98,E3,card,5,0,normal
1235,2025-07-19,17,258.24,E2,card,0,0,normal
1593,2025-02-17,11,326.9,E3,cash,10,0,normal
1073,2025-07-18,16,200.03,E1,cash,10,0,normal
1583,2025-05-20,18,109.36,E2,cash,5,0,normal
1734,2025-01-30,21,288.98,E3,cash,0,0,normal
1396,2025-05-28,20,349.83,E3,card,0,0,normal
1145,2025-01-28,15,193.34,E3,cash,0,0,normal
1423,2025-01-30,10,284.2,E1,card,0,0,normal
1234,2025-07-17,15,342.08,E1,cash,0,0,normal
1220,2025-08-05,17,239.29,E1,cash,5,0,normal
1319,2025-07-18,12,388.39,E2,cash,0,0,normal
1336,2025-08-10,11,295.34,E1,cash,0,0,normal
1132,2025-08-04,10,263.62,E3,cash,0,0,normal
1398,2025-05-16,20,355.44,E2,cash,0,0,normal
9020,2025-03-16,14,741.23,E2,cash,25,1,medium
1451,2025-02-15,19,452.54,E2,card,0,0,normal
1041,2025-08-08,12,224.85,E1,cash,0,0,normal
1735,2025-01-17,17,356.83,E1,card,5,0,normal
1108,2025-08-01,11,259.78,E1,cash,0,0,normal
1365,2025-04-26,21,293.55,E2,card,10,0,normal
1056,2025-05-15,14,22.36,E2,card,0,0,normal
1411,2025-08-26,11,252.97,E3,cash,0,0,normal
1486,2025-01-17,13,81.86,E2,cash,0,0,normal
9038,2025-04-08,12,400.6,E2,cash,15,1,soft
1024,2025-08-24,15,222.3,E3,card,5,0,normal
1302,2025-04-07,16,399.4,E3,cash,5,0,normal
1388,2025-06-18,10,331.13,E1,cash,10,0,normal
1377,2025-06-02,17,339.13,E2,card,10,0,normal
1051,2025-02-24,15,366.77,E3,cash,0,0,normal
1351,2025-06-09,20,319.47,E2,card,5,0,normal
1770,2025-08-16,14,348.12,E3,card,0,0,normal
1264,2025-07-03,20,218.19,E1,cash,0,0,normal
1741,2025-03-27,10,271.28,E1,card,5,0,normal
1582,2025-05-17,13,131.89,E1,card,0,0,normal
1424,2025-04-07,14,140.44,E3,cash,0,0,normal
1588,2025-08-27,13,308.13,E3,card,0,0,normal
1018,2025-06-01,13,155.87,E1,card,0,0,normal
1616,2025-07-25,15,373.25,E2,card,0,0,normal
1290,2025-05-03,12,391.18,E1,card,0,0,normal
1083,2025-05-12,14,316.96,E2,cash,5,0,normal
1061,2025-05-12,12,374.97,E1,card,0,0,normal
1490,2025-02-12,15,101.58,E1,cash,0,0,normal
1285,2025-06-09,17,392.22,E1,card,5,0,normal
1309,2025-01-03,16,237.44,E1,card,5,0,normal
1404,2025-06-25,19,222.73,E1,card,10,0,normal
9004,2025-04-10,23,1277.0,E2,cash,50,1,hard
1182,2025-06-28,18,258.01,E1,cash,0,0,normal
1332,2025-08-05,14,183.22,E1,card,0,0,normal
1525,2025-07-05,13,205.06,E1,card,10,0,normal
1223,2025-08-13,15,395.69,E1,card,5,0,normal
1522,2025-03-27,20,109.96,E2,card,0,0,normal
1497,2025-02-19,13,392.29,E3,cash,5,0,normal
1338,2025-04-09,17,313.65,E3,cash,10,0,normal
1381,2025-04-20,14,149.95,E1,cash,0,0,normal
1470,2025-02-27,11,295.25,E1,card,0,0,normal
1519,2025-02-01,13,284.02,E3,cash,0,0,normal
1176,2025-07-26,21,96.54,E3,cash,5,0,normal
1570,2025-03-04,16,335.57,E1,card,0,0,normal
1767,2025-06-29,15,219.5,E3,card,5,0,normal
1163,2025-07-12,17,228.73,E1,cash,0,0,normal
1248,2025-06-09,14,263.16,E3,card,5,0,normal
1542,2025-08-13,21,200.43,E1,card,0,0,normal
1743,2025-07-06,12,321.8,E3,card,5,0,normal
1074,2025-06-21,18,105.51,E1,card,10,0,normal
1501,2025-03-01,14,437.2,E3,card,5,0,normal
1499,2025-06-01,11,140.0,E1,cash,0,0,normal
1104,2025-07-25,13,258.69,E1,card,0,0,normal
1114,2025-01-24,17,374.04,E3,card,0,0,normal
1412,2025-06-07,13,103.24,E3,card,0,0,normal
1092,2025-05-26,11,271.91,E1,card,0,0,normal
1436,2025-02-18,10,185.48,E2,card,0,0,normal
1089,2025-02-23,17,322.17,E2,card,0,0,normal
1456,2025-08-13,11,316.58,E2,cash,0,0,normal
1771,2025-02-22,18,122.11,E1,cash,0,0,normal
1781,2025-05-22,18,131.98,E3,card,0,0,normal
1516,2025-04-02,20,175.75,E2,card,0,0,normal
1521,2025-07-10,19,297.05,E1,cash,0,0,normal
1094,2025-02-13,21,241.26,E2,cash,0,0,normal
1011,2025-08-03,17,95.24,E1,cash,0,0,normal
1551,2025-01-06,17,43.54,E3,cash,0,0,normal
1043,2025-07-27,18,197.15,E2,card,10,0,normal
1042,2025-07-07,21,282.18,E1,cash,0,0,normal
1167,2025-07-25,16,310.91,E3,card,0,0,normal
1736,2025-04-23,10,161.16,E1,cash,0,0,normal
1669,2025-04-11,11,173.68,E1,cash,0,0,normal
1705,2025-08-05,14,217.2,E3,cash,0,0,normal
1708,2025-05-18,13,405.69,E3,cash,0,0,normal
1178,2025-03-31,15,352.29,E2,card,5,0,normal
1554,2025-04-26,21,409.68,E1,card,0,0,normal
1643,2025-05-27,11,263.74,E2,cash,0,0,normal
1177,2025-01-15,10,374.46,E3,card,0,0,normal
1679,2025-05-21,17,243.95,E1,card,0,0,normal
1584,2025-05-09,14,130.19,E2,card,0,0,normal
1257,2025-01-12,14,384.87,E1,card,5,0,normal
1380,2025-05-08,21,280.82,E1,card,0,0,normal
1335,2025-06-08,19,105.5,E3,cash,0,0,normal
1761,2025-05-24,15,257.3,E3,card,0,0,normal
1015,2025-04-27,10,155.61,E2,card,10,0,normal
1003,2025-01-15,11,288.91,E2,card,5,0,normal
1355,2025-05-27,16,295.31,E1,card,0,0,normal
1256,2025-02-21,10,240.93,E1,cash,0,0,normal
1394,2025-01-21,15,338.16,E1,card,0,0,normal
1625,2025-05-24,18,296.16,E3,card,0,0,normal
1657,2025-08-07,16,258.48,E3,card,0,0,normal
1772,2025-05-31,15,290.96,E3,card,10,0,normal
1442,2025-02-15,18,197.69,E3,card,0,0,normal
1760,2025-04-21,20,411.29,E1,cash,0,0,normal
1428,2025-08-13,14,285.14,E1,card,5,0,normal
1324,2025-05-08,11,77.32,E1,cash,0,0,normal
1485,2025-08-06,10,333.06,E3,card,0,0,normal
1009,2025-05-02,15,149.28,E3,card,0,0,normal
1249,2025-04-06,14,296.99,E3,cash,0,0,normal
1022,2025-01-02,12,178.27,E2,card,0,0,normal
1356,2025-02-17,12,59.06,E3,cash,0,0,normal
1221,2025-08-19,14,143.99,E3,cash,0,0,normal
1590,2025-04-06,19,196.14,E1,cash,0,0,normal
1723,2025-07-09,14,229.04,E3,card,0,0,normal
9024,2025-03-29,13,734.1,E2,cash,20,1,medium
1483,2025-08-22,19,187.82,E3,card,0,0,normal
1340,2025-05-24,15,348.53,E3,cash,0,0,normal
1703,2025-04-30,10,271.07,E2,cash,0,0,normal
1203,2025-01-28,15,143.2,E1,cash,0,0,normal
1237,2025-05-17,17,150.34,E3,card,0,0,normal
1093,2025-08-06,21,333.53,E3,cash,5,0,normal
1425,2025-01-28,21,206.62,E2,card,0,0,normal
1383,2025-07-13,19,214.15,E3,card,10,0,normal
1532,2025-03-27,16,276.82,E2,cash,10,0,normal
1284,2025-07-17,16,252.57,E3,card,0,0,normal
1184,2025-04-06,16,201.17,E1,card,0,0,normal
1680,2025-01-12,15,324.85,E3,card,5,0,normal
1677,2025-02-13,16,216.65,E1,cash,0,0,normal
1153,2025-05-31,19,280.88,E3,card,5,0,normal
1075,2025-01-08,20,301.11,E1,cash,5,0,normal
1685,2025-08-03,10,168.25,E2,card,0,0,normal
1523,2025-02-20,20,86.03,E3,card,0,0,normal
1277,2025-05-27,10,122.92,E2,card,0,0,normal
1068,2025-05-10,10,273.05,E1,card,0,0,normal
1537,2025-01-15,17,144.3,E2,cash,0,0,normal
1188,2025-05-12,20,206.41,E2,cash,0,0,normal
1271,2025-02-23,20,357.86,E1,card,0,0,normal
1629,2025-03-26,15,449.66,E1,card,0,0,normal
1528,2025-05-05,17,191.62,E3,cash,0,0,normal
1236,2025-06-04,13,125.32,E2,card,0,0,normal
1088,2025-01-04,19,191.63,E1,cash,0,0,normal
1714,2025-06-26,13,162.36,E1,cash,10,0,normal
1117,2025-07-07,14,351.31,E2,card,10,0,normal
1125,2025-03-30,20,337.74,E1,card,5,0,normal
1691,2025-07-21,17,181.56,E2,cash,0,0,normal
1289,2025-07-03,17,256.9,E2,cash,0,0,normal
1238,2025-03-03,13,332.74,E2,cash,0,0,normal
1000,2025-04-13,17,229.75,E1,cash,0,0,normal
9031,2025-07-25,15,370.35,E2,cash,20,1,soft
1409,2025-04-29,11,312.8,E1,card,0,0,normal
1733,2025-04-15,15,172.77,E3,cash,5,0,normal
1395,2025-02-17,14,129.87,E3,card,0,0,normal
1487,2025-04-14,16,72.33,E1,card,0,0,normal
1495,2025-01-26,16,132.1,E1,card,0,0,normal
1278,2025-05-06,12,293.4,E1,cash,0,0,normal
1653,2025-01-02,12,273.33,E1,cash,0,0,normal
1116,2025-08-05,20,238.02,E3,card,0,0,normal
1228,2025-05-01,20,220.9,E3,card,0,0,normal
1591,2025-05-06,20,93.31,E3,card,0,0,normal
1445,2025-04-09,12,297.55,E1,card,0,0,normal
1696,2025-05-15,15,317.16,E3,cash,5,0,normal
1274,2025-08-12,13,234.2,E3,card,0,0,normal
1318,2025-04-06,19,404.51,E1,cash,0,0,normal
1575,2025-03-31,12,277.15,E2,card,0,0,normal
1144,2025-02-10,14,278.6,E2,cash,5,0,normal
1602,2025-07-11,21,335.55,E3,card,0,0,normal
1531,2025-02-27,17,188.23,E2,cash,0,0,normal
1763,2025-03-10,14,221.49,E2,card,0,0,normal
1610,2025-05-24,15,131.47,E2,card,0,0,normal
1369,2025-06-13,15,267.69,E3,cash,5,0,normal
1268,2025-01-02,18,199.33,E3,card,0,0,normal
1727,2025-04-23,11,280.75,E2,card,5,0,normal
1307,2025-07-27,18,237.22,E2,card,5,0,normal
1310,2025-05-28,15,394.91,E2,card,0,0,normal
1478,2025-03-27,15,130.62,E3,card,0,0,normal
1046,2025-07-09,18,372.12,E3,cash,0,0,normal
1349,2025-07-16,16,201.69,E1,card,0,0,normal
1371,2025-04-14,17,265.01,E2,card,5,0,normal
1547,2025-04-18,13,420.37,E1,cash,0,0,normal
1261,2025-04-23,11,346.76,E3,card,0,0,normal
1195,2025-06-20,11,307.62,E3,card,0,0,normal
9039,2025-06-20,17,491.24,E2,cash,20,1,soft
1704,2025-06-13,16,236.77,E3,card,5,0,normal
1107,2025-02-09,15,470.85,E2,card,5,0,normal
1059,2025-06-16,14,78.59,E1,cash,0,0,normal
1626,2025-08-06,10,125.08,E1,card,0,0,normal
9030,2025-07-02,12,431.72,E2,cash,15,1,soft
1100,2025-04-05,10,212.57,E2,card,0,0,normal
1507,2025-03-06,13,109.9,E3,card,5,0,normal
1754,2025-01-28,13,285.45,E3,card,0,0,normal
1637,2025-03-10,20,342.35,E2,card,0,0,normal
1481,2025-05-07,12,264.72,E2,cash,5,0,normal
1179,2025-02-11,21,208.87,E3,card,0,0,normal
1304,2025-05-04,21,270.76,E3,card,0,0,normal
1774,2025-02-26,21,299.79,E1,cash,0,0,normal
1506,2025-01-20,15,306.82,E3,card,0,0,normal
9009,2025-06-22,23,1614.77,E3,cash,50,1,hard
1149,2025-01-12,14,300.05,E2,card,0,0,normal
1124,2025-03-06,10,168.46,E3,cash,0,0,normal
1665,2025-06-10,10,266.96,E3,cash,0,0,normal
1730,2025-01-23,12,280.5,E2,cash,0,0,normal
1185,2025-08-19,14,328.94,E3,cash,10,0,normal
1631,2025-04-10,17,208.76,E3,card,10,0,normal
1050,2025-04-18,14,371.31,E2,card,0,0,normal
1728,2025-07-02,14,173.0,E1,card,0,0,normal
1446,2025-05-04,14,237.05,E1,card,0,0,normal
9029,2025-01-16,12,738.95,E2,cash,30,1,medium
1500,2025-01-13,19,157.98,E1,card,0,0,normal
1321,2025-08-21,11,200.26,E2,card,0,0,normal
1353,2025-08-21,16,29.04,E1,card,0,0,normal
1780,2025-06-16,20,192.55,E3,card,0,0,normal
1142,2025-08-22,10,208.19,E2,card,0,0,normal
1370,2025-06-15,10,266.54,E1,card,0,0,normal
1697,2025-07-15,14,217.58,E1,card,0,0,normal
1141,2025-01-05,21,207.33,E3,cash,0,0,normal
1399,2025-05-15,12,432.55,E3,cash,0,0,normal
1263,2025-04-23,19,211.84,E1,card,0,0,normal
1320,2025-02-21,18,123.43,E2,card,10,0,normal
1019,2025-05-11,13,89.75,E1,card,5,0,normal
1172,2025-05-22,15,187.41,E2,card,5,0,normal
1684,2025-02-04,12,270.7,E2,card,0,0,normal
1312,2025-06-13,21,413.05,E3,cash,0,0,normal
1390,2025-06-10,10,217.22,E3,cash,5,0,normal
1783,2025-05-02,20,329.4,E3,cash,0,0,normal
1012,2025-03-16,10,275.52,E2,cash,0,0,normal
1407,2025-04-25,19,278.09,E3,card,0,0,normal
1408,2025-08-02,21,364.23,E2,cash,0,0,normal
1305,2025-07-06,19,40.78,E2,card,0,0,normal
1354,2025-04-09,18,111.0,E3,card,0,0,normal
1025,2025-06-07,16,190.7,E3,cash,0,0,normal
1636,2025-01-10,12,222.36,E3,cash,0,0,normal
1169,2025-01-01,19,193.78,E2,card,0,0,normal
1530,2025-02-27,15,323.2,E1,card,0,0,normal
1038,2025-08-07,18,259.31,E2,card,0,0,normal
1175,2025-05-17,11,183.41,E1,card,5,0,normal
1245,2025-07-26,19,387.13,E3,card,0,0,normal
1298,2025-08-02,15,205.94,E1,cash,0,0,normal
9034,2025-02-11,10,486.16,E2,cash,20,1,soft
1416,2025-02-20,10,396.19,E3,card,5,0,normal
